# Normalized command|subcommand|option|kind rows, verified from exact native help.
2.93.0	a97c50c1ddc2b503995a3719532bbe819acaa70cd7499a33bbd0accce1560348
2.96.0	a97c50c1ddc2b503995a3719532bbe819acaa70cd7499a33bbd0accce1560348
